sensorId,timestamp,value
28-031701a152ff,2019-11-16 20:30:01.814,3.0
28-000002c7eed3,2019-11-16 20:30:02.694,14.875
28-0000066c6a65,2019-11-16 20:30:03.644,20.437
28-000002c7c3ee,2019-11-16 20:45:00.934,20.0
28-031701a152ff,2019-11-16 20:45:01.814,3.0
28-000002c7eed3,2019-11-16 20:45:02.694,15.062
28-0000066c6a65,2019-11-16 20:45:03.574,20.562
28-000002c7c3ee,2019-11-16 21:00:00.934,20.125
28-031701a152ff,2019-11-16 21:00:01.814,3.062
28-000002c7eed3,2019-11-16 21:00:02.694,15.312
28-0000066c6a65,2019-11-16 21:00:03.574,20.562
28-000002c7c3ee,2019-11-16 21:15:00.934,20.375
28-031701a152ff,2019-11-16 21:15:01.814,3.187
28-000002c7eed3,2019-11-16 21:15:02.694,15.5
28-0000066c6a65,2019-11-16 21:15:03.574,20.562
28-000002c7c3ee,2019-11-16 21:30:00.934,20.75
28-031701a152ff,2019-11-16 21:30:01.814,3.312
28-000002c7eed3,2019-11-16 21:30:02.694,15.875
28-0000066c6a65,2019-11-16 21:30:03.574,20.625
28-000002c7c3ee,2019-11-16 21:45:00.934,21.062
28-031701a152ff,2019-11-16 21:45:01.855,3.562
28-000002c7eed3,2019-11-16 21:45:02.774,16.062
28-0000066c6a65,2019-11-16 21:45:03.654,20.812
28-000002c7c3ee,2019-11-16 22:00:00.934,21.25
28-031701a152ff,2019-11-16 22:00:01.814,3.625
28-000002c7eed3,2019-11-16 22:00:02.694,16.187
28-0000066c6a65,2019-11-16 22:00:03.615,20.875
28-000002c7c3ee,2019-11-16 22:15:00.934,21.375
28-031701a152ff,2019-11-16 22:15:01.814,3.625
28-000002c7eed3,2019-11-16 22:15:02.694,16.375
28-0000066c6a65,2019-11-16 22:15:03.574,20.937
28-000002c7c3ee,2019-11-16 22:30:00.934,21.5
28-031701a152ff,2019-11-16 22:30:01.814,3.75
28-000002c7eed3,2019-11-16 22:30:02.694,16.625
28-0000066c6a65,2019-11-16 22:30:03.574,20.937
28-000002c7c3ee,2019-11-16 22:45:00.934,21.75
28-031701a152ff,2019-11-16 22:45:01.814,3.75
28-000002c7eed3,2019-11-16 22:45:02.694,16.75
28-0000066c6a65,2019-11-16 22:45:03.574,21.062
28-000002c7c3ee,2019-11-16 23:00:00.934,22.125
28-031701a152ff,2019-11-16 23:00:01.814,3.875
28-000002c7eed3,2019-11-16 23:00:02.694,16.937
28-0000066c6a65,2019-11-16 23:00:03.574,21.187
28-000002c7c3ee,2019-11-16 23:15:00.934,22.5
28-031701a152ff,2019-11-16 23:15:01.814,4.0
28-000002c7eed3,2019-11-16 23:15:02.694,17.125
28-0000066c6a65,2019-11-16 23:15:03.574,21.25
28-000002c7c3ee,2019-11-16 23:30:00.934,22.562
28-031701a152ff,2019-11-16 23:30:01.814,4.25
28-000002c7eed3,2019-11-16 23:30:02.694,17.25
28-0000066c6a65,2019-11-16 23:30:03.574,21.5
28-000002c7c3ee,2019-11-16 23:45:00.934,23.0
28-031701a152ff,2019-11-16 23:45:01.814,4.5
28-000002c7eed3,2019-11-16 23:45:02.694,17.437
28-0000066c6a65,2019-11-16 23:45:03.574,21.875
28-000002c7c3ee,2019-11-17 00:00:00.934,23.25
28-031701a152ff,2019-11-17 00:00:01.814,4.5
28-000002c7eed3,2019-11-17 00:00:02.694,17.437
28-0000066c6a65,2019-11-17 00:00:03.574,21.937
28-000002c7c3ee,2019-11-17 00:15:00.934,23.375
28-031701a152ff,2019-11-17 00:15:01.814,4.5
28-000002c7eed3,2019-11-17 00:15:02.694,17.375
28-0000066c6a65,2019-11-17 00:15:03.574,22.062
28-000002c7c3ee,2019-11-17 00:30:00.934,23.437
28-031701a152ff,2019-11-17 00:30:01.814,4.5
28-000002c7eed3,2019-11-17 00:30:02.694,17.312
28-0000066c6a65,2019-11-17 00:30:03.574,22.062
28-000002c7c3ee,2019-11-17 00:45:00.934,23.5
28-031701a152ff,2019-11-17 00:45:01.814,4.562
28-000002c7eed3,2019-11-17 00:45:02.694,17.125
28-0000066c6a65,2019-11-17 00:45:03.574,22.25
28-000002c7c3ee,2019-11-17 01:00:00.934,23.437
28-031701a152ff,2019-11-17 01:00:01.814,4.625
28-000002c7eed3,2019-11-17 01:00:02.694,16.937
28-0000066c6a65,2019-11-17 01:00:03.574,22.625
28-000002c7c3ee,2019-11-17 01:15:00.935,23.437
28-031701a152ff,2019-11-17 01:15:01.894,4.875
28-000002c7eed3,2019-11-17 01:15:02.774,16.75
28-0000066c6a65,2019-11-17 01:15:03.654,23.187
28-000002c7c3ee,2019-11-17 01:30:00.934,23.375
28-031701a152ff,2019-11-17 01:30:01.814,5.125
28-000002c7eed3,2019-11-17 01:30:02.695,16.625
28-0000066c6a65,2019-11-17 01:30:03.654,23.562
28-000002c7c3ee,2019-11-17 01:45:00.934,23.187
28-031701a152ff,2019-11-17 01:45:01.814,5.312
28-000002c7eed3,2019-11-17 01:45:02.694,16.5
28-0000066c6a65,2019-11-17 01:45:03.574,23.812
28-000002c7c3ee,2019-11-17 02:00:00.934,23.062
28-031701a152ff,2019-11-17 02:00:01.814,5.375
28-000002c7eed3,2019-11-17 02:00:02.694,16.375
28-0000066c6a65,2019-11-17 02:00:03.574,24.062
28-000002c7c3ee,2019-11-17 02:15:00.934,23.187
28-031701a152ff,2019-11-17 02:15:01.814,5.437
28-000002c7eed3,2019-11-17 02:15:02.694,16.312
28-0000066c6a65,2019-11-17 02:15:03.574,24.062
28-000002c7c3ee,2019-11-17 02:30:00.934,23.187
28-031701a152ff,2019-11-17 02:30:01.814,5.437
28-000002c7eed3,2019-11-17 02:30:02.694,16.187
28-0000066c6a65,2019-11-17 02:30:03.574,24.0
28-000002c7c3ee,2019-11-17 02:45:00.934,23.125
28-031701a152ff,2019-11-17 02:45:01.814,5.5
28-000002c7eed3,2019-11-17 02:45:02.694,16.125
28-0000066c6a65,2019-11-17 02:45:03.574,23.937
28-000002c7c3ee,2019-11-17 03:00:00.934,23.125
28-031701a152ff,2019-11-17 03:00:01.814,5.625
28-000002c7eed3,2019-11-17 03:00:02.694,16.125
28-0000066c6a65,2019-11-17 03:00:03.574,23.875
28-000002c7c3ee,2019-11-17 03:15:00.934,23.187
28-031701a152ff,2019-11-17 03:15:01.814,5.625
28-000002c7eed3,2019-11-17 03:15:02.694,16.062
28-0000066c6a65,2019-11-17 03:15:03.574,23.937
28-000002c7c3ee,2019-11-17 03:30:00.934,23.312
28-031701a152ff,2019-11-17 03:30:01.814,5.687
28-000002c7eed3,2019-11-17 03:30:02.694,16.0
28-0000066c6a65,2019-11-17 03:30:03.574,23.937
28-000002c7c3ee,2019-11-17 03:45:00.934,23.375
28-031701a152ff,2019-11-17 03:45:01.814,5.75
28-000002c7eed3,2019-11-17 03:45:02.694,15.937
28-0000066c6a65,2019-11-17 03:45:03.574,23.937
28-000002c7c3ee,2019-11-17 04:00:00.934,23.25
28-031701a152ff,2019-11-17 04:00:01.814,5.687
28-000002c7eed3,2019-11-17 04:00:02.694,15.937
28-0000066c6a65,2019-11-17 04:00:03.574,24.062
28-000002c7c3ee,2019-11-17 04:15:00.934,23.062
28-031701a152ff,2019-11-17 04:15:01.814,5.75
28-000002c7eed3,2019-11-17 04:15:02.694,15.937
28-0000066c6a65,2019-11-17 04:15:03.574,24.437
28-000002c7c3ee,2019-11-17 04:30:00.934,23.0
28-031701a152ff,2019-11-17 04:30:01.814,5.812
28-000002c7eed3,2019-11-17 04:30:02.694,16.0
28-0000066c6a65,2019-11-17 04:30:03.574,24.75
28-000002c7c3ee,2019-11-17 04:45:00.934,22.875
28-031701a152ff,2019-11-17 04:45:01.814,5.812
28-000002c7eed3,2019-11-17 04:45:02.694,15.937
28-0000066c6a65,2019-11-17 04:45:03.574,25.062
28-000002c7c3ee,2019-11-17 05:00:00.934,22.875
28-031701a152ff,2019-11-17 05:00:01.864,5.812
28-000002c7eed3,2019-11-17 05:00:02.854,15.875
28-0000066c6a65,2019-11-17 05:00:03.734,25.187
28-000002c7c3ee,2019-11-17 05:15:00.934,23.062
28-031701a152ff,2019-11-17 05:15:01.814,5.875
28-000002c7eed3,2019-11-17 05:15:02.694,16.0
28-0000066c6a65,2019-11-17 05:15:03.574,25.312
28-000002c7c3ee,2019-11-17 05:30:00.934,22.937
28-031701a152ff,2019-11-17 05:30:01.814,5.312
28-000002c7eed3,2019-11-17 05:30:02.694,15.875
28-0000066c6a65,2019-11-17 05:30:03.574,25.437
28-000002c7c3ee,2019-11-17 05:45:00.934,22.937
28-031701a152ff,2019-11-17 05:45:01.814,5.125
28-000002c7eed3,2019-11-17 05:45:02.694,15.75
28-0000066c6a65,2019-11-17 05:45:03.574,25.625
28-000002c7c3ee,2019-11-17 06:00:00.934,22.812
28-031701a152ff,2019-11-17 06:00:01.814,9.375
28-000002c7eed3,2019-11-17 06:00:02.694,15.687
28-0000066c6a65,2019-11-17 06:00:03.574,25.687
28-000002c7c3ee,2019-11-17 06:15:00.934,22.812
28-031701a152ff,2019-11-17 06:15:01.814,6.25
28-000002c7eed3,2019-11-17 06:15:02.694,15.687
28-0000066c6a65,2019-11-17 06:15:03.574,25.375
28-000002c7c3ee,2019-11-17 06:30:00.934,22.75
28-031701a152ff,2019-11-17 06:30:01.814,5.875
28-000002c7eed3,2019-11-17 06:30:02.694,15.687
28-0000066c6a65,2019-11-17 06:30:03.574,25.187
28-000002c7c3ee,2019-11-17 06:45:00.934,22.687
28-031701a152ff,2019-11-17 06:45:01.814,5.875
28-000002c7eed3,2019-11-17 06:45:02.694,15.625
28-0000066c6a65,2019-11-17 06:45:03.574,25.0
28-000002c7c3ee,2019-11-17 07:00:00.934,22.625
28-031701a152ff,2019-11-17 07:00:01.814,5.687
28-000002c7eed3,2019-11-17 07:00:02.694,15.562
28-0000066c6a65,2019-11-17 07:00:03.574,24.875
28-000002c7c3ee,2019-11-17 07:15:00.934,22.562
28-031701a152ff,2019-11-17 07:15:01.814,5.312
28-000002c7eed3,2019-11-17 07:15:02.694,15.562
28-0000066c6a65,2019-11-17 07:15:03.574,24.75
28-000002c7c3ee,2019-11-17 07:30:00.934,22.437
28-031701a152ff,2019-11-17 07:30:01.814,5.562
28-000002c7eed3,2019-11-17 07:30:02.694,15.562
28-0000066c6a65,2019-11-17 07:30:03.574,24.562
28-000002c7c3ee,2019-11-17 07:45:00.934,22.375
28-031701a152ff,2019-11-17 07:45:01.814,5.375
28-000002c7eed3,2019-11-17 07:45:02.694,15.562
28-0000066c6a65,2019-11-17 07:45:03.574,24.437
28-000002c7c3ee,2019-11-17 08:00:00.934,22.312
28-031701a152ff,2019-11-17 08:00:01.814,5.187
28-000002c7eed3,2019-11-17 08:00:02.694,15.5
28-0000066c6a65,2019-11-17 08:00:03.574,24.25
28-000002c7c3ee,2019-11-17 08:15:00.934,22.25
28-031701a152ff,2019-11-17 08:15:01.814,5.312
28-000002c7eed3,2019-11-17 08:15:02.694,15.5
28-0000066c6a65,2019-11-17 08:15:03.574,24.125
28-000002c7c3ee,2019-11-17 08:30:00.934,22.187
28-031701a152ff,2019-11-17 08:30:01.814,5.312
28-000002c7eed3,2019-11-17 08:30:02.694,15.5
28-0000066c6a65,2019-11-17 08:30:03.574,24.0
28-000002c7c3ee,2019-11-17 08:45:00.934,22.062
28-031701a152ff,2019-11-17 08:45:01.814,5.187
28-000002c7eed3,2019-11-17 08:45:02.694,15.437
28-0000066c6a65,2019-11-17 08:45:03.574,23.875
28-000002c7c3ee,2019-11-17 09:00:00.934,22.062
28-031701a152ff,2019-11-17 09:00:01.814,5.062
28-000002c7eed3,2019-11-17 09:00:02.694,15.437
28-0000066c6a65,2019-11-17 09:00:03.574,23.75
28-000002c7c3ee,2019-11-17 09:15:00.934,21.937
28-031701a152ff,2019-11-17 09:15:01.814,5.062
28-000002c7eed3,2019-11-17 09:15:02.694,15.437
28-0000066c6a65,2019-11-17 09:15:03.574,23.625
28-000002c7c3ee,2019-11-17 09:30:00.934,21.937
28-031701a152ff,2019-11-17 09:30:01.814,5.0
28-000002c7eed3,2019-11-17 09:30:02.694,15.437
28-0000066c6a65,2019-11-17 09:30:03.574,23.5
28-000002c7c3ee,2019-11-17 09:45:00.934,21.875
28-031701a152ff,2019-11-17 09:45:01.814,5.312
28-000002c7eed3,2019-11-17 09:45:02.694,15.437
28-0000066c6a65,2019-11-17 09:45:03.574,23.437
28-000002c7c3ee,2019-11-17 10:00:00.934,21.812
28-031701a152ff,2019-11-17 10:00:01.814,5.687
28-000002c7eed3,2019-11-17 10:00:02.694,15.375
28-0000066c6a65,2019-11-17 10:00:03.574,23.312
28-000002c7c3ee,2019-11-17 10:15:00.934,21.75
28-031701a152ff,2019-11-17 10:15:01.814,5.875
28-000002c7eed3,2019-11-17 10:15:02.694,15.375
28-0000066c6a65,2019-11-17 10:15:03.574,23.187
28-000002c7c3ee,2019-11-17 10:30:00.934,21.687
28-031701a152ff,2019-11-17 10:30:01.814,5.937
28-000002c7eed3,2019-11-17 10:30:02.694,15.375
28-0000066c6a65,2019-11-17 10:30:03.574,23.125
28-000002c7c3ee,2019-11-17 10:45:00.934,21.625
28-031701a152ff,2019-11-17 10:45:01.814,6.0
28-000002c7eed3,2019-11-17 10:45:02.694,15.375
28-0000066c6a65,2019-11-17 10:45:03.574,23.0
28-000002c7c3ee,2019-11-17 11:00:00.934,21.562
28-031701a152ff,2019-11-17 11:00:01.814,6.062
28-000002c7eed3,2019-11-17 11:00:02.694,15.375
28-0000066c6a65,2019-11-17 11:00:03.574,22.937
28-000002c7c3ee,2019-11-17 11:15:00.934,21.562
28-031701a152ff,2019-11-17 11:15:01.814,6.187
28-000002c7eed3,2019-11-17 11:15:02.694,15.312
28-0000066c6a65,2019-11-17 11:15:03.574,22.812
28-000002c7c3ee,2019-11-17 11:30:00.934,21.5
28-031701a152ff,2019-11-17 11:30:01.814,6.187
28-000002c7eed3,2019-11-17 11:30:02.694,15.312
28-0000066c6a65,2019-11-17 11:30:03.574,22.75
28-000002c7c3ee,2019-11-17 11:45:00.934,21.437
28-031701a152ff,2019-11-17 11:45:01.814,6.125
28-000002c7eed3,2019-11-17 11:45:02.694,15.312
28-0000066c6a65,2019-11-17 11:45:03.574,22.687
28-000002c7c3ee,2019-11-17 12:00:00.934,21.375
28-031701a152ff,2019-11-17 12:00:01.814,6.187
28-000002c7eed3,2019-11-17 12:00:02.694,15.312
28-0000066c6a65,2019-11-17 12:00:03.574,22.562
28-000002c7c3ee,2019-11-17 12:15:00.934,21.312
28-031701a152ff,2019-11-17 12:15:01.814,5.125
28-000002c7eed3,2019-11-17 12:15:02.694,15.312
28-0000066c6a65,2019-11-17 12:15:03.574,22.5
28-000002c7c3ee,2019-11-17 12:30:00.934,21.25
28-031701a152ff,2019-11-17 12:30:01.814,4.25
28-000002c7eed3,2019-11-17 12:30:02.694,15.25
28-0000066c6a65,2019-11-17 12:30:03.574,22.437
28-000002c7c3ee,2019-11-17 12:45:00.94,21.25
28-031701a152ff,2019-11-17 12:45:01.815,3.75
28-000002c7eed3,2019-11-17 12:45:02.694,15.25
28-0000066c6a65,2019-11-17 12:45:03.574,22.375
28-000002c7c3ee,2019-11-17 13:00:00.934,21.187
28-031701a152ff,2019-11-17 13:00:01.814,3.75
28-000002c7eed3,2019-11-17 13:00:02.694,15.25
28-0000066c6a65,2019-11-17 13:00:03.574,22.312
28-000002c7c3ee,2019-11-17 13:15:00.934,21.125
28-031701a152ff,2019-11-17 13:15:01.814,3.875
28-000002c7eed3,2019-11-17 13:15:02.694,15.25
28-0000066c6a65,2019-11-17 13:15:03.574,22.187
28-000002c7c3ee,2019-11-17 13:30:00.934,21.125
28-031701a152ff,2019-11-17 13:30:01.814,3.687
28-000002c7eed3,2019-11-17 13:30:02.694,15.25
28-0000066c6a65,2019-11-17 13:30:03.574,22.125
28-000002c7c3ee,2019-11-17 13:45:00.934,21.062
28-031701a152ff,2019-11-17 13:45:01.855,3.125
28-000002c7eed3,2019-11-17 13:45:02.774,15.187
28-0000066c6a65,2019-11-17 13:45:03.654,22.062
28-000002c7c3ee,2019-11-17 14:00:00.934,21.062
28-031701a152ff,2019-11-17 14:00:01.814,2.687
28-000002c7eed3,2019-11-17 14:00:02.694,15.187
28-0000066c6a65,2019-11-17 14:00:03.574,21.937
28-000002c7c3ee,2019-11-17 14:15:00.934,21.0
28-031701a152ff,2019-11-17 14:15:01.814,2.312
28-000002c7eed3,2019-11-17 14:15:02.694,15.187
28-0000066c6a65,2019-11-17 14:15:03.574,21.875
28-000002c7c3ee,2019-11-17 14:30:00.934,21.0
28-031701a152ff,2019-11-17 14:30:01.814,1.937
28-000002c7eed3,2019-11-17 14:30:02.694,15.187
28-0000066c6a65,2019-11-17 14:30:03.574,21.75
28-000002c7c3ee,2019-11-17 14:45:00.934,21.0
28-031701a152ff,2019-11-17 14:45:01.814,1.687
28-000002c7eed3,2019-11-17 14:45:02.694,15.125
28-0000066c6a65,2019-11-17 14:45:03.574,21.687
28-000002c7c3ee,2019-11-17 15:00:00.934,20.937
28-031701a152ff,2019-11-17 15:00:01.814,1.25
28-000002c7eed3,2019-11-17 15:00:02.694,15.125
28-0000066c6a65,2019-11-17 15:00:03.574,21.562
28-000002c7c3ee,2019-11-17 15:15:00.934,20.937
28-031701a152ff,2019-11-17 15:15:01.814,0.812
28-000002c7eed3,2019-11-17 15:15:02.694,15.125
28-0000066c6a65,2019-11-17 15:15:03.574,21.437
28-000002c7c3ee,2019-11-17 15:30:00.934,20.875
28-031701a152ff,2019-11-17 15:30:01.814,1.187
28-000002c7eed3,2019-11-17 15:30:02.694,15.125
28-0000066c6a65,2019-11-17 15:30:03.574,21.375
28-000002c7c3ee,2019-11-17 15:45:00.934,20.812
28-031701a152ff,2019-11-17 15:45:01.814,1.812
28-000002c7eed3,2019-11-17 15:45:02.694,15.062
28-0000066c6a65,2019-11-17 15:45:03.574,21.25
28-000002c7c3ee,2019-11-17 16:00:00.934,20.812
28-031701a152ff,2019-11-17 16:00:01.835,1.812
28-000002c7eed3,2019-11-17 16:00:02.774,15.062
28-0000066c6a65,2019-11-17 16:00:03.655,21.187
28-000002c7c3ee,2019-11-17 16:15:00.934,20.75
28-031701a152ff,2019-11-17 16:15:01.894,1.687
28-000002c7eed3,2019-11-17 16:15:02.774,15.062
28-0000066c6a65,2019-11-17 16:15:03.654,21.125
28-000002c7c3ee,2019-11-17 16:30:00.934,20.687
28-031701a152ff,2019-11-17 16:30:01.814,2.062
28-000002c7eed3,2019-11-17 16:30:02.694,15.0
28-0000066c6a65,2019-11-17 16:30:03.574,21.0
28-000002c7c3ee,2019-11-17 16:45:00.934,20.687
28-031701a152ff,2019-11-17 16:45:01.814,1.875
28-000002c7eed3,2019-11-17 16:45:02.694,15.0
28-0000066c6a65,2019-11-17 16:45:03.574,20.937
28-000002c7c3ee,2019-11-17 17:00:00.934,20.625
28-031701a152ff,2019-11-17 17:00:01.814,1.875
28-000002c7eed3,2019-11-17 17:00:02.694,15.0
28-0000066c6a65,2019-11-17 17:00:03.574,20.812
28-000002c7c3ee,2019-11-17 17:15:00.934,20.625
28-031701a152ff,2019-11-17 17:15:01.814,1.687
28-000002c7eed3,2019-11-17 17:15:02.694,15.0
28-0000066c6a65,2019-11-17 17:15:03.574,20.75
28-000002c7c3ee,2019-11-17 17:30:00.934,20.562
28-031701a152ff,2019-11-17 17:30:01.814,1.5
28-000002c7eed3,2019-11-17 17:30:02.694,15.0
28-0000066c6a65,2019-11-17 17:30:03.574,20.687
28-000002c7c3ee,2019-11-17 17:45:00.934,20.5
28-031701a152ff,2019-11-17 17:45:01.814,0.875
28-000002c7eed3,2019-11-17 17:45:02.694,15.0
28-0000066c6a65,2019-11-17 17:45:03.574,20.562
28-000002c7c3ee,2019-11-17 18:00:00.934,20.5
28-031701a152ff,2019-11-17 18:00:01.814,0.25
28-000002c7eed3,2019-11-17 18:00:02.694,15.0
28-0000066c6a65,2019-11-17 18:00:03.574,20.5
28-000002c7c3ee,2019-11-17 18:15:00.934,20.437
28-031701a152ff,2019-11-17 18:15:01.814,-0.312
28-000002c7eed3,2019-11-17 18:15:02.694,14.937
28-0000066c6a65,2019-11-17 18:15:03.574,20.437
28-000002c7c3ee,2019-11-17 18:30:00.934,20.437
28-031701a152ff,2019-11-17 18:30:01.814,-0.125
28-000002c7eed3,2019-11-17 18:30:02.694,14.937
28-0000066c6a65,2019-11-17 18:30:03.574,20.375
28-000002c7c3ee,2019-11-17 18:45:00.934,20.375
28-031701a152ff,2019-11-17 18:45:01.814,0.312
28-000002c7eed3,2019-11-17 18:45:02.695,14.937
28-0000066c6a65,2019-11-17 18:45:03.654,20.25
28-000002c7c3ee,2019-11-17 19:00:00.934,20.312
28-031701a152ff,2019-11-17 19:00:01.814,0.562
28-000002c7eed3,2019-11-17 19:00:02.694,14.875
28-0000066c6a65,2019-11-17 19:00:03.574,20.187
28-000002c7c3ee,2019-11-17 19:15:00.934,20.312
28-031701a152ff,2019-11-17 19:15:01.814,0.437
28-000002c7eed3,2019-11-17 19:15:02.694,14.937
28-0000066c6a65,2019-11-17 19:15:03.574,20.125
28-000002c7c3ee,2019-11-17 19:30:00.934,20.25
28-031701a152ff,2019-11-17 19:30:01.814,0.5
28-000002c7eed3,2019-11-17 19:30:02.694,14.875
28-0000066c6a65,2019-11-17 19:30:03.574,20.0
28-000002c7c3ee,2019-11-17 19:45:00.934,20.187
28-031701a152ff,2019-11-17 19:45:01.814,1.062
28-000002c7eed3,2019-11-17 19:45:02.694,14.875
28-0000066c6a65,2019-11-17 19:45:03.574,20.0
28-000002c7c3ee,2019-11-17 20:00:00.934,20.187
28-031701a152ff,2019-11-17 20:00:01.814,1.562
28-000002c7eed3,2019-11-17 20:00:02.694,14.875
28-0000066c6a65,2019-11-17 20:00:03.574,19.875
28-000002c7c3ee,2019-11-17 20:15:00.934,20.125
28-031701a152ff,2019-11-17 20:15:01.814,1.812
28-000002c7eed3,2019-11-17 20:15:02.694,14.812
28-0000066c6a65,2019-11-17 20:15:03.574,19.812
28-000002c7c3ee,2019-11-17 20:30:00.934,20.125
28-031701a152ff,2019-11-17 20:30:01.814,2.312
28-000002c7eed3,2019-11-17 20:30:02.694,14.812
28-0000066c6a65,2019-11-17 20:30:03.574,19.75
28-000002c7c3ee,2019-11-17 20:45:00.934,20.062
28-031701a152ff,2019-11-17 20:45:01.814,2.812
28-000002c7eed3,2019-11-17 20:45:02.694,14.812
28-0000066c6a65,2019-11-17 20:45:03.574,19.687
28-000002c7c3ee,2019-11-17 21:00:00.934,20.062
28-031701a152ff,2019-11-17 21:00:01.814,3.312
28-000002c7eed3,2019-11-17 21:00:02.694,14.812
28-0000066c6a65,2019-11-17 21:00:03.574,19.625
28-000002c7c3ee,2019-11-17 21:15:00.934,20.0
28-031701a152ff,2019-11-17 21:15:01.814,3.625
28-000002c7eed3,2019-11-17 21:15:02.694,14.75
28-0000066c6a65,2019-11-17 21:15:03.574,19.562
28-000002c7c3ee,2019-11-17 21:30:00.934,20.0
28-031701a152ff,2019-11-17 21:30:01.814,4.062
28-000002c7eed3,2019-11-17 21:30:02.694,14.812
28-0000066c6a65,2019-11-17 21:30:03.574,19.562
28-000002c7c3ee,2019-11-17 21:45:00.934,19.937
28-031701a152ff,2019-11-17 21:45:01.814,4.25
28-000002c7eed3,2019-11-17 21:45:02.694,14.812
28-0000066c6a65,2019-11-17 21:45:03.574,19.562
28-000002c7c3ee,2019-11-17 22:00:00.934,19.875
28-031701a152ff,2019-11-17 22:00:01.814,4.5
28-000002c7eed3,2019-11-17 22:00:02.694,14.75
28-0000066c6a65,2019-11-17 22:00:03.574,19.5
28-000002c7c3ee,2019-11-17 22:15:00.934,19.875
28-031701a152ff,2019-11-17 22:15:01.814,4.75
28-000002c7eed3,2019-11-17 22:15:02.694,14.75
28-0000066c6a65,2019-11-17 22:15:03.574,19.437
28-000002c7c3ee,2019-11-17 22:30:00.934,19.812
28-031701a152ff,2019-11-17 22:30:01.814,4.812
28-000002c7eed3,2019-11-17 22:30:02.694,14.75
28-0000066c6a65,2019-11-17 22:30:03.574,19.437
28-000002c7c3ee,2019-11-17 22:45:00.934,19.812
28-031701a152ff,2019-11-17 22:45:01.814,4.937
28-000002c7eed3,2019-11-17 22:45:02.694,14.687
28-0000066c6a65,2019-11-17 22:45:03.574,19.375
28-000002c7c3ee,2019-11-17 23:00:00.934,19.75
28-031701a152ff,2019-11-17 23:00:01.814,5.187
28-000002c7eed3,2019-11-17 23:00:02.694,14.687
28-0000066c6a65,2019-11-17 23:00:03.574,19.375
28-000002c7c3ee,2019-11-17 23:15:00.934,19.687
28-031701a152ff,2019-11-17 23:15:01.814,5.562
28-000002c7eed3,2019-11-17 23:15:02.694,14.687
28-0000066c6a65,2019-11-17 23:15:03.574,19.375
28-000002c7c3ee,2019-11-17 23:30:00.934,19.625
28-031701a152ff,2019-11-17 23:30:01.814,5.75
28-000002c7eed3,2019-11-17 23:30:02.694,14.687
28-0000066c6a65,2019-11-17 23:30:03.574,19.375
28-000002c7c3ee,2019-11-17 23:45:00.934,19.562
28-031701a152ff,2019-11-17 23:45:01.814,5.875
28-000002c7eed3,2019-11-17 23:45:02.694,14.687
28-0000066c6a65,2019-11-17 23:45:03.574,19.375
28-000002c7c3ee,2019-11-18 00:00:00.934,19.5
28-031701a152ff,2019-11-18 00:00:01.814,5.937
28-000002c7eed3,2019-11-18 00:00:02.694,14.687
28-0000066c6a65,2019-11-18 00:00:03.574,19.375
28-000002c7c3ee,2019-11-18 00:15:00.934,19.5
28-031701a152ff,2019-11-18 00:15:01.814,5.937
28-000002c7eed3,2019-11-18 00:15:02.694,14.687
28-0000066c6a65,2019-11-18 00:15:03.574,19.312
28-000002c7c3ee,2019-11-18 00:30:00.934,19.437
28-031701a152ff,2019-11-18 00:30:01.814,5.75
28-000002c7eed3,2019-11-18 00:30:02.694,14.687
28-0000066c6a65,2019-11-18 00:30:03.574,19.312
28-000002c7c3ee,2019-11-18 00:45:00.934,19.437
28-031701a152ff,2019-11-18 00:45:01.814,5.5
28-000002c7eed3,2019-11-18 00:45:02.694,14.687
28-0000066c6a65,2019-11-18 00:45:03.574,19.312
28-000002c7c3ee,2019-11-18 01:00:00.934,19.437
28-031701a152ff,2019-11-18 01:00:01.814,5.312
28-000002c7eed3,2019-11-18 01:00:02.694,14.625
28-0000066c6a65,2019-11-18 01:00:03.574,19.312
28-000002c7c3ee,2019-11-18 01:15:00.934,19.375
28-031701a152ff,2019-11-18 01:15:01.814,5.312
28-000002c7eed3,2019-11-18 01:15:02.694,14.625
28-0000066c6a65,2019-11-18 01:15:03.574,19.312
28-000002c7c3ee,2019-11-18 01:30:00.934,19.375
28-031701a152ff,2019-11-18 01:30:01.814,5.25
28-000002c7eed3,2019-11-18 01:30:02.694,14.625
28-0000066c6a65,2019-11-18 01:30:03.574,19.312
28-000002c7c3ee,2019-11-18 01:45:00.934,19.312
28-031701a152ff,2019-11-18 01:45:01.814,4.937
28-000002c7eed3,2019-11-18 01:45:02.774,14.625
28-0000066c6a65,2019-11-18 01:45:03.654,19.25
28-000002c7c3ee,2019-11-18 02:00:00.934,19.25
28-031701a152ff,2019-11-18 02:00:01.814,3.875
28-000002c7eed3,2019-11-18 02:00:02.694,14.562
28-0000066c6a65,2019-11-18 02:00:03.574,19.25
28-000002c7c3ee,2019-11-18 02:15:00.935,19.25
28-031701a152ff,2019-11-18 02:15:01.894,3.312
28-000002c7eed3,2019-11-18 02:15:02.774,14.562
28-0000066c6a65,2019-11-18 02:15:03.654,19.25
28-000002c7c3ee,2019-11-18 02:30:00.934,19.187
28-031701a152ff,2019-11-18 02:30:01.814,2.812
28-000002c7eed3,2019-11-18 02:30:02.695,14.562
